timestamp,function_name,was_cold,cold_start_latency_ms,response_latency_ms,total_latency_ms,success
1776712110.6525626,python_fn,True,543.0631999915931,4.640300001483411,547.7862000116147,True
1776712111.1788287,java_fn,True,499.86550002358854,26.127099990844727,526.1030000110622,True
1776712111.197318,java_fn,False,0.0,18.294500012416393,18.457700003637,True
1776712111.2003722,python_fn,False,0.0,2.9850999999325722,3.0306999979075044,True
1776712111.2255929,java_fn,False,0.0,25.109100010013208,25.199700001394376,True
1776712111.2416093,java_fn,False,0.0,15.90929998201318,15.997400012565777,True
1776712111.8031833,node_fn,True,535.9348000201862,25.3487000009045,561.4115000062156,True
1776712111.8081138,python_fn,False,0.0,4.867899988312274,4.911399999400601,True
1776712111.8345304,node_fn,False,0.0,26.295099989511073,26.395399996545166,True
1776712111.851266,java_fn,False,0.0,16.617299988865852,16.714700002921745,True
1776712111.8651161,node_fn,False,0.0,13.732499995967373,13.828099996317178,True
1776712111.8810174,node_fn,False,0.0,15.791399986483157,15.882100007729605,True
1776712111.8958762,node_fn,False,0.0,14.753299998119473,14.83979998738505,True
1776712111.911247,node_fn,False,0.0,15.248999989125878,15.350999980000779,True
1776712111.927153,node_fn,False,0.0,15.798700012965128,15.886200009845197,True
1776712111.9429142,node_fn,False,0.0,15.652199974283576,15.742999996291474,True
1776712111.9602053,node_fn,False,0.0,17.18799999798648,17.27260000188835,True
1776712111.9738579,node_fn,False,0.0,13.543600012781098,13.634399976581335,True
1776712111.988676,node_fn,False,0.0,14.708800008520484,14.79969997308217,True
1776712112.0042212,node_fn,False,0.0,15.440499992109835,15.526799979852512,True
1776712112.0203073,node_fn,False,0.0,15.971000015269965,16.06789999641478,True
1776712112.0234232,node_fn,False,0.0,3.012400004081428,3.1011000100988895,True
1776712112.026446,node_fn,False,0.0,2.9193999944254756,3.008100000442937,True
1776712112.0513003,node_fn,False,0.0,24.743699992541224,24.833699979353696,True
1776712112.054239,node_fn,False,0.0,2.8358999988995492,2.9232000233605504,True
1776712112.0573213,node_fn,False,0.0,2.977900003315881,3.066999983275309,True
1776712112.082488,python_fn,False,0.0,25.103399995714426,25.144799990812317,True
1776712112.0979033,node_fn,False,0.0,15.30050000292249,15.392799978144467,True
1776712112.113316,node_fn,False,0.0,15.304000000469387,15.393599984236062,True
1776712112.1285641,node_fn,False,0.0,15.141799987759441,15.229300013743341,True
1776712112.14375,node_fn,False,0.0,15.081899997312576,15.167000005021691,True
1776712112.1590233,node_fn,False,0.0,15.16280000214465,15.252600016538054,True
1776712112.1756504,node_fn,False,0.0,16.504500003065914,16.608400008408353,True
1776712112.1897774,node_fn,False,0.0,14.018200017744675,14.108300005318597,True
1776712112.1926036,python_fn,False,0.0,2.773000014713034,2.811599988490343,True
1776712112.220992,node_fn,False,0.0,28.27950002392754,28.367399994749576,True
1776712112.2239635,node_fn,False,0.0,2.8713000065181404,2.956300013465807,True
1776712112.2521548,node_fn,False,0.0,28.079599986085668,28.17130001494661,True
1776712112.2671332,node_fn,False,0.0,14.876000001095235,14.960000000428408,True
1776712112.269615,node_fn,False,0.0,2.3815000022295862,2.4679999914951622,True
1776712112.2726934,node_fn,False,0.0,2.981600002385676,3.064999997150153,True
1776712112.2982504,node_fn,False,0.0,25.438599986955523,25.536200002534315,True
1776712112.3013592,node_fn,False,0.0,3.00459997379221,3.0929000058677047,True
1776712112.3291662,node_fn,False,0.0,27.626600000075996,27.784100006101653,True
1776712112.3441966,node_fn,False,0.0,14.920199988409877,15.01020000432618,True
1776712112.3472064,node_fn,False,0.0,2.905600005760789,2.9953999910503626,True
1776712112.3599622,node_fn,False,0.0,12.650199991185218,12.73750001564622,True
1776712112.3626761,python_fn,False,0.0,2.6603000005707145,2.69939997815527,True
1776712112.3756685,node_fn,False,0.0,12.889399979030713,12.975599995115772,True
1776712112.3927238,node_fn,False,0.0,16.94810000481084,17.037399986293167,True
1776712112.4072468,node_fn,False,0.0,14.419899991480634,14.505600003758445,True
1776712112.4225378,node_fn,False,0.0,15.18950000172481,15.27239999268204,True
1776712112.4256752,node_fn,False,0.0,3.0303999956231564,3.121299989288673,True
1776712112.438249,node_fn,False,0.0,12.471199996070936,12.556399975437671,True
1776712112.454359,node_fn,False,0.0,15.99690000875853,16.09170000301674,True
1776712112.4696982,node_fn,False,0.0,15.220900007989258,15.320300008170307,True
1776712112.4855192,node_fn,False,0.0,15.70640000863932,15.802399982931092,True
1776712112.4883757,python_fn,False,0.0,2.80170000041835,2.8418999863788486,True
1776712112.491125,node_fn,False,0.0,2.64910000259988,2.734800014877692,True
1776712112.5160048,node_fn,False,0.0,24.76820000447333,24.8585999943316,True
1776712112.531084,node_fn,False,0.0,14.960900007281452,15.060599980643019,True
1776712112.5466466,python_fn,False,0.0,15.499800007091835,15.54339998983778,True
1776712112.5627084,node_fn,False,0.0,15.9568999952171,16.04429999133572,True
1776712112.5782173,node_fn,False,0.0,15.404100005980581,15.490399993723258,True
1776712112.5943587,node_fn,False,0.0,16.02959999581799,16.12420001765713,True
1776712112.6111846,node_fn,False,0.0,16.70529998955317,16.80599999963306,True
1776712112.6252623,node_fn,False,0.0,13.969299994641915,14.058800006750971,True
1776712112.6417065,node_fn,False,0.0,16.33340000989847,16.425499983597547,True
1776712112.656918,node_fn,False,0.0,15.110300009837374,15.193600003840402,True
1776712112.6725047,node_fn,False,0.0,15.484999981708825,15.569300012430176,True
1776712112.6881692,python_fn,False,0.0,15.588699985528365,15.646100015146658,True
1776712112.7043715,node_fn,False,0.0,16.08560001477599,16.181200015125796,True
1776712112.720897,node_fn,False,0.0,16.406900016590953,16.506099986145273,True
1776712112.73447,node_fn,False,0.0,13.457599998218939,13.554500008467585,True
1776712112.7512355,node_fn,False,0.0,16.655299987178296,16.747200017562136,True
1776712112.753742,python_fn,False,0.0,2.4513000098522753,2.4923000019043684,True
1776712112.7815123,node_fn,False,0.0,27.63919997960329,27.74900000076741,True
1776712112.7969887,node_fn,False,0.0,15.361900004791096,15.454799984581769,True
1776712112.8125885,node_fn,False,0.0,15.48569998703897,15.581800020299852,True
