timestamp,function_name,was_cold,cold_start_latency_ms,response_latency_ms,total_latency_ms,success
1776735306.2869265,python_fn,True,913.1183000000008,15.905700000000245,929.1102999999996,True
1776735306.9245691,java_fn,True,560.1893000000002,25.164499999999812,585.5626000000003,True
1776735307.0033426,java_fn,False,0.0,17.59219999999928,17.743999999999538,True
1776735307.0833075,python_fn,False,0.0,18.589399999999756,18.706499999999515,True
1776735307.1608686,java_fn,False,0.0,17.817599999999878,17.964300000000044,True
1776735307.2446587,java_fn,False,0.0,24.129299999999354,24.559799999999576,True
1776735307.826043,node_fn,True,494.50329999999985,31.73890000000057,526.7713000000001,True
1776735307.9033406,python_fn,False,0.0,18.165300000000606,18.27669999999948,True
1776735307.98024,node_fn,False,0.0,18.211100000000258,18.369999999999997,True
1776735308.0620959,java_fn,False,0.0,20.5232999999998,20.8017000000007,True
1776735308.1378467,node_fn,False,0.0,17.98470000000041,18.10579999999984,True
1776735308.2166665,node_fn,False,0.0,18.223600000000673,18.33960000000001,True
1776735308.296932,node_fn,False,0.0,19.861099999999965,20.087000000000188,True
1776735308.376162,node_fn,False,0.0,19.521200000000682,19.758799999999965,True
1776735308.4589033,node_fn,False,0.0,19.536200000000115,19.665300000000663,True
1776735308.5289402,node_fn,False,0.0,4.947600000000385,5.0888000000002265,True
1776735308.6110356,node_fn,False,0.0,19.478400000000562,19.822999999999702,True
1776735308.6875687,node_fn,False,0.0,17.885300000000548,18.010400000000537,True
1776735308.7672594,node_fn,False,0.0,17.656500000000186,17.79400000000031,True
1776735308.8416693,node_fn,False,0.0,18.363800000000374,18.509899999999746,True
1776735308.915297,node_fn,False,0.0,18.242900000000617,18.36340000000014,True
1776735308.9917612,node_fn,False,0.0,18.28479999999999,18.50350000000045,True
1776735309.072479,node_fn,False,0.0,18.52520000000002,18.645799999999824,True
1776735309.1489885,node_fn,False,0.0,18.029699999999593,18.177000000000554,True
1776735309.2265832,node_fn,False,0.0,18.240500000000104,18.380399999999852,True
1776735309.3092694,node_fn,False,0.0,22.07709999999885,22.210199999999958,True
1776735309.397867,python_fn,False,0.0,28.3376999999998,28.406699999999674,True
1776735309.4765084,node_fn,False,0.0,18.648699999999963,18.784899999999993,True
1776735309.5560362,node_fn,False,0.0,17.345499999999348,17.475000000001017,True
1776735309.633398,node_fn,False,0.0,17.2370000000015,17.379100000001202,True
1776735309.7125735,node_fn,False,0.0,18.394400000000033,18.58859999999929,True
1776735309.7904537,node_fn,False,0.0,18.047300000000988,18.17270000000093,True
1776735309.8755593,node_fn,False,0.0,24.49179999999984,24.65049999999991,True
1776735309.9567802,node_fn,False,0.0,17.86629999999967,17.99390000000045,True
1776735310.0249498,python_fn,False,0.0,17.963500000000465,18.06709999999967,True
1776735310.1049001,node_fn,False,0.0,17.85180000000075,17.969400000000135,True
1776735310.183268,node_fn,False,0.0,17.820500000000905,17.956200000000422,True
1776735310.2598205,node_fn,False,0.0,18.328000000000344,18.456099999999864,True
1776735310.3262396,node_fn,False,0.0,7.293100000000052,7.505300000000048,True
1776735310.394683,node_fn,False,0.0,18.180199999999758,18.408800000001335,True
1776735310.462479,node_fn,False,0.0,5.954799999999594,6.1691999999986535,True
1776735310.538649,node_fn,False,0.0,17.150800000001354,17.279900000000126,True
1776735310.6206188,node_fn,False,0.0,17.753900000000655,17.89250000000031,True
1776735310.6983333,node_fn,False,0.0,18.062200000001027,18.260500000000235,True
1776735310.7725153,node_fn,False,0.0,13.662500000000577,13.9042000000007,True
1776735310.853334,node_fn,False,0.0,17.42129999999875,17.556000000000793,True
1776735310.9104111,node_fn,False,0.0,5.9104999999988195,6.4653999999997325,True
1776735310.974786,python_fn,False,0.0,4.633899999999969,4.715100000000305,True
1776735311.0394304,node_fn,False,0.0,6.922699999998727,7.115499999999386,True
1776735311.0952017,node_fn,False,0.0,4.797100000001109,4.970399999999486,True
1776735311.1725535,node_fn,False,0.0,19.25860000000057,19.4321999999989,True
1776735311.253978,node_fn,False,0.0,21.495800000000287,21.87960000000011,True
1776735311.3279643,node_fn,False,0.0,17.294500000000212,17.505399999999227,True
1776735311.409402,node_fn,False,0.0,19.83259999999909,19.968099999999822,True
1776735311.4931166,node_fn,False,0.0,20.110700000000037,20.325100000000873,True
1776735311.5755026,node_fn,False,0.0,19.948599999999317,20.196000000000325,True
1776735311.6422546,node_fn,False,0.0,5.797899999999245,5.988999999999578,True
1776735311.7201014,python_fn,False,0.0,17.010499999999595,17.07339999999924,True
1776735311.798652,node_fn,False,0.0,17.5654999999999,17.706000000000444,True
1776735311.8764827,node_fn,False,0.0,17.869199999999807,18.08199999999971,True
1776735311.9568079,node_fn,False,0.0,18.365799999999766,18.499900000000125,True
1776735312.037672,python_fn,False,0.0,18.762399999999957,18.83920000000039,True
1776735312.1163316,node_fn,False,0.0,17.293000000000447,17.443200000000658,True
1776735312.1917675,node_fn,False,0.0,18.53040000000128,18.685800000000086,True
1776735312.2720869,node_fn,False,0.0,18.36609999999972,18.50660000000026,True
1776735312.3503654,node_fn,False,0.0,18.4937000000005,18.645599999999263,True
1776735312.427317,node_fn,False,0.0,18.45949999999874,18.614400000000586,True
1776735312.5055516,node_fn,False,0.0,18.09820000000073,18.233199999999172,True
1776735312.5877237,node_fn,False,0.0,20.20519999999948,20.44300000000021,True
1776735312.6630318,node_fn,False,0.0,17.821700000000718,17.962199999999484,True
1776735312.7423713,python_fn,False,0.0,18.878400000000184,18.961900000000753,True
1776735312.8222797,node_fn,False,0.0,18.443999999998795,18.567500000001402,True
1776735312.8929298,node_fn,False,0.0,18.518600000000163,18.677900000000136,True
1776735312.9736419,node_fn,False,0.0,18.04799999999851,18.17059999999948,True
1776735313.0534172,node_fn,False,0.0,18.31219999999867,18.458199999999536,True
1776735313.1317668,python_fn,False,0.0,18.02349999999997,18.123499999999737,True
1776735313.2106977,node_fn,False,0.0,17.323299999999264,17.464000000000368,True
1776735313.2879372,node_fn,False,0.0,17.50780000000063,17.63590000000015,True
1776735313.3657122,node_fn,False,0.0,17.90920000000007,18.03560000000104,True
